x	y			kolo	kwadrat	pi							kolo	kwadrat				
374	281	0	1	1734	2179	3,183111519												
106	203	0	1	1735	2180	3,183486239												
318	362	0	0	1735	2181	3,182026593												
283	160	0	1	1736	2182	3,182401467												
174	235	0	1	1737	2183	3,182775996												
173	321	0	1	1738	2184	3,183150183												
167	33	0	1	1739	2185	3,183524027												
221	188	0	1	1740	2186	3,18389753												
88	121	0	1	1741	2187	3,18427069												
229	21	0	1	1742	2188	3,18464351												
371	377	0	0	1742	2189	3,183188671												
251	64	0	1	1743	2190	3,183561644												
70	288	0	1	1744	2191	3,183934277												
291	327	0	1	1745	2192	3,184306569												
202	133	0	1	1746	2193	3,184678523												
6	309	0	0	1746	2194	3,183226983												
392	242	0	1	1747	2195	3,183599089												
202	340	0	1	1748	2196	3,183970856												
99	354	0	1	1749	2197	3,184342285												
76	184	0	1	1750	2198	3,184713376												
296	210	0	1	1751	2199	3,185084129												
333	395	0	0	1751	2200	3,183636364												
285	63	0	1	1752	2201	3,184007269												
25	253	0	1	1753	2202	3,184377838												
230	392	0	1	1754	2203	3,184748071												
5	353	0	0	1754	2204	3,183303085												
285	10	0	0	1754	2205	3,18185941												
136	399	0	0	1754	2206	3,180417044												
272	70	0	1	1755	2207	3,180788401												
372	381	0	0	1755	2208	3,179347826												
107	10	0	0	1755	2209	3,177908556												
55	167	0	1	1756	2210	3,178280543												
87	390	0	0	1756	2211	3,176843057												
1	391	0	0	1756	2212	3,175406872												
9	91	0	0	1756	2213	3,173971984												
114	340	0	1	1757	2214	3,174345077												
30	99	0	1	1758	2215	3,174717833												
237	125	0	1	1759	2216	3,175090253												
304	172	0	1	1760	2217	3,175462336												
271	225	0	1	1761	2218	3,175834085												
352	329	0	1	1762	2219	3,176205498												
169	128	0	1	1763	2220	3,176576577												
294	183	0	1	1764	2221	3,176947321												
204	42	0	1	1765	2222	3,177317732												
36	76	0	0	1765	2223	3,175888439												
57	37	0	0	1765	2224	3,174460432												
36	3	0	0	1765	2225	3,173033708												
283	351	0	1	1766	2226	3,173405211												
121	246	0	1	1767	2227	3,173776381												
225	45	0	1	1768	2228	3,174147217												
241	161	0	1	1769	2229	3,174517721												
161	154	0	1	1770	2230	3,174887892												
33	170	0	1	1771	2231	3,175257732												
296	353	0	1	1772	2232	3,17562724												
257	318	0	1	1773	2233	3,175996417												
28	112	0	1	1774	2234	3,176365264												
209	143	0	1	1775	2235	3,176733781												
239	282	0	1	1776	2236	3,177101968												
383	213	0	1	1777	2237	3,177469826												
109	27	0	1	1778	2238	3,177837355												
12	396	0	0	1778	2239	3,176418044												
278	22	0	1	1779	2240	3,176785714												
352	125	0	1	1780	2241	3,177153057												
147	364	0	1	1781	2242	3,177520071												
80	262	0	1	1782	2243	3,177886759												
262	203	0	1	1783	2244	3,178253119												
272	104	0	1	1784	2245	3,178619154												
341	300	0	1	1785	2246	3,178984862												
307	157	0	1	1786	2247	3,179350245												
224	298	0	1	1787	2248	3,179715302												
132	360	0	1	1788	2249	3,180080036												
102	88	0	1	1789	2250	3,180444444												
146	342	0	1	1790	2251	3,18080853												
29	93	0	0	1790	2252	3,179396092												
146	79	0	1	1791	2253	3,17976032												
51	200	0	1	1792	2254	3,180124224												
286	344	0	1	1793	2255	3,180487805												
135	76	0	1	1794	2256	3,180851064												
285	110	0	1	1795	2257	3,181214001												
185	44	0	1	1796	2258	3,181576616												
93	179	0	1	1797	2259	3,181938911												
327	321	0	1	1798	2260	3,182300885												
5	90	0	0	1798	2261	3,18089341												
29	183	0	1	1799	2262	3,181255526												
302	127	0	1	1800	2263	3,181617322												
219	44	0	1	1801	2264	3,181978799												
172	145	0	1	1802	2265	3,182339956												
84	100	0	1	1803	2266	3,182700794												
110	20	0	0	1803	2267	3,181296868												
234	378	0	1	1804	2268	3,181657848												
221	339	0	1	1805	2269	3,18201851												
399	127	0	0	1805	2270	3,18061674												
77	164	0	1	1806	2271	3,180977543												
17	266	0	1	1807	2272	3,181338028												
40	175	0	1	1808	2273	3,181698196												
145	143	0	1	1809	2274	3,182058047												
138	214	0	1	1810	2275	3,182417582												
91	326	0	1	1811	2276	3,182776801												
334	383	0	0	1811	2277	3,181379007												
358	226	0	1	1812	2278	3,181738367												
53	143	0	1	1813	2279	3,182097411												
66	84	0	1	1814	2280	3,18245614												
245	50	0	1	1815	2281	3,182814555												
42	130	0	1	1816	2282	3,183172656												
256	46	0	1	1817	2283	3,183530442												
50	57	0	0	1817	2284	3,182136602												
10	180	0	1	1818	2285	3,18249453												
373	396	0	0	1818	2286	3,181102362												
212	40	0	1	1819	2287	3,181460429												
66	259	0	1	1820	2288	3,181818182												
85	125	0	1	1821	2289	3,182175623												
214	120	0	1	1822	2290	3,182532751												
391	51	0	0	1822	2291	3,181143605												
274	133	0	1	1823	2292	3,181500873												
195	350	0	1	1824	2293	3,181857828												
266	82	0	1	1825	2294	3,182214473												
223	323	0	1	1826	2295	3,182570806												
307	257	0	1	1827	2296	3,182926829												
135	365	0	1	1828	2297	3,183282542												
209	13	0	1	1829	2298	3,183637946												
391	173	0	1	1830	2299	3,18399304												
205	288	0	1	1831	2300	3,184347826												
48	360	0	0	1831	2301	3,182963929												
277	134	0	1	1832	2302	3,183318853												
57	392	0	0	1832	2303	3,181936604												
275	22	0	1	1833	2304	3,182291667												
12	353	0	0	1833	2305	3,180911063												
202	24	0	1	1834	2306	3,181266262												
46	349	0	0	1834	2307	3,1798873												
227	203	0	1	1835	2308	3,180242634												
207	330	0	1	1836	2309	3,180597661												
7	34	0	0	1836	2310	3,179220779												
383	215	0	1	1837	2311	3,179575941												
241	235	0	1	1838	2312	3,179930796												
328	246	0	1	1839	2313	3,180285344												
138	129	0	1	1840	2314	3,180639585												
298	305	0	1	1841	2315	3,180993521												
278	195	0	1	1842	2316	3,18134715												
316	319	0	1	1843	2317	3,181700475												
84	316	0	1	1844	2318	3,182053494												
151	255	0	1	1845	2319	3,18240621												
185	330	0	1	1846	2320	3,182758621												
193	222	0	1	1847	2321	3,183110728												
276	173	0	1	1848	2322	3,183462532												
165	265	0	1	1849	2323	3,183814034												
328	199	0	1	1850	2324	3,184165232												
351	41	0	0	1850	2325	3,182795699												
284	148	0	1	1851	2326	3,183147034												
140	2	0	0	1851	2327	3,181779115												
152	55	0	1	1852	2328	3,182130584												
183	206	0	1	1853	2329	3,182481752												
220	196	0	1	1854	2330	3,182832618												
373	196	0	1	1855	2331	3,183183183												
362	14	0	0	1855	2332	3,181818182												
108	245	0	1	1856	2333	3,182168881												
295	7	0	0	1856	2334	3,180805484												
47	176	0	1	1857	2335	3,181156317												
17	327	0	0	1857	2336	3,179794521												
102	205	0	1	1858	2337	3,180145486												
393	284	0	0	1858	2338	3,178785287												
317	311	0	1	1859	2339	3,179136383												
179	49	0	1	1860	2340	3,179487179												
309	73	0	1	1861	2341	3,179837676												
82	160	0	1	1862	2342	3,180187874												
342	195	0	1	1863	2343	3,180537772												
244	345	0	1	1864	2344	3,180887372												
253	188	0	1	1865	2345	3,181236674												
30	240	0	1	1866	2346	3,181585678												
193	272	0	1	1867	2347	3,181934384												
127	341	0	1	1868	2348	3,182282794												
110	108	0	1	1869	2349	3,182630907												
115	257	0	1	1870	2350	3,182978723												
196	107	0	1	1871	2351	3,183326244												
374	50	0	0	1871	2352	3,181972789												
21	313	0	0	1871	2353	3,180620484												
362	147	0	1	1872	2354	3,180968564												
195	39	0	1	1873	2355	3,181316348												
261	139	0	1	1874	2356	3,181663837												
352	3	0	0	1874	2357	3,180313958												
208	144	0	1	1875	2358	3,180661578												
233	51	0	1	1876	2359	3,181008902												
203	73	0	1	1877	2360	3,181355932												
288	1	0	0	1877	2361	3,180008471												
90	243	0	1	1878	2362	3,180355631												
77	169	0	1	1879	2363	3,180702497												
211	154	0	1	1880	2364	3,181049069												
177	352	0	1	1881	2365	3,181395349												
261	200	0	1	1882	2366	3,181741336												
186	244	0	1	1883	2367	3,18208703												
224	344	0	1	1884	2368	3,182432432												
343	170	0	1	1885	2369	3,182777543												
374	350	0	0	1885	2370	3,181434599												
307	368	0	1	1886	2371	3,18177984												
188	394	0	1	1887	2372	3,182124789												
135	112	0	1	1888	2373	3,182469448												
281	280	0	1	1889	2374	3,182813816												
184	126	0	1	1890	2375	3,183157895												
186	37	0	1	1891	2376	3,183501684												
388	102	0	0	1891	2377	3,18216239												
317	79	0	1	1892	2378	3,182506308												
146	130	0	1	1893	2379	3,182849937												
317	131	0	1	1894	2380	3,183193277												
16	362	0	0	1894	2381	3,181856363												
333	98	0	1	1895	2382	3,182199832												
271	283	0	1	1896	2383	3,182543013												
212	81	0	1	1897	2384	3,182885906												
34	376	0	0	1897	2385	3,181551363												
313	353	0	1	1898	2386	3,181894384												
202	144	0	1	1899	2387	3,182237118												
213	68	0	1	1900	2388	3,182579564												
348	6	0	0	1900	2389	3,181247384												
186	128	0	1	1901	2390	3,181589958												
78	18	0	0	1901	2391	3,180259306												
308	281	0	1	1902	2392	3,180602007												
72	361	0	0	1902	2393	3,179272879												
273	22	0	1	1903	2394	3,179615706												
21	79	0	0	1903	2395	3,1782881												
277	221	0	1	1904	2396	3,178631052												
315	207	0	1	1905	2397	3,178973717												
341	160	0	1	1906	2398	3,179316097												
386	370	0	0	1906	2399	3,17799083												
123	25	0	1	1907	2400	3,178333333												
217	326	0	1	1908	2401	3,178675552												
23	7	0	0	1908	2402	3,177352206												
368	284	0	1	1909	2403	3,177694548												
256	219	0	1	1910	2404	3,178036606												
389	118	0	0	1910	2405	3,176715177												
223	60	0	1	1911	2406	3,177057357												
228	23	0	1	1912	2407	3,177399252												
10	289	0	0	1912	2408	3,176079734												
117	8	0	0	1912	2409	3,174761312												
64	97	0	1	1913	2410	3,175103734												
204	108	0	1	1914	2411	3,175445873												
2	102	0	0	1914	2412	3,174129353												
52	94	0	1	1915	2413	3,174471612												
54	117	0	1	1916	2414	3,174813587												
310	312	0	1	1917	2415	3,17515528												
116	293	0	1	1918	2416	3,175496689												
54	361	0	0	1918	2417	3,174182871												
79	76	0	1	1919	2418	3,1745244												
280	55	0	1	1920	2419	3,174865647												
123	391	0	0	1920	2420	3,173553719												
395	378	0	0	1920	2421	3,172242875												
32	300	0	1	1921	2422	3,172584641												
159	287	0	1	1922	2423	3,172926125												
201	152	0	1	1923	2424	3,173267327												
172	379	0	1	1924	2425	3,173608247												
44	201	0	1	1925	2426	3,173948887												
275	10	0	0	1925	2427	3,172641121												
38	87	0	1	1926	2428	3,172981878												
62	120	0	1	1927	2429	3,173322355												
224	94	0	1	1928	2430	3,173662551												
97	192	0	1	1929	2431	3,174002468												
290	222	0	1	1930	2432	3,174342105												
383	238	0	1	1931	2433	3,174681463												
4	385	0	0	1931	2434	3,173377157												
380	357	0	0	1931	2435	3,172073922												
193	6	0	1	1932	2436	3,172413793												
391	89	0	0	1932	2437	3,171112023												
251	170	0	1	1933	2438	3,17145201												
87	158	0	1	1934	2439	3,171791718												
160	148	0	1	1935	2440	3,172131148												
390	303	0	0	1935	2441	3,170831626												
387	141	0	1	1936	2442	3,171171171												
282	78	0	1	1937	2443	3,171510438												
190	223	0	1	1938	2444	3,171849427												
20	285	0	1	1939	2445	3,172188139												
307	112	0	1	1940	2446	3,172526574												
239	381	0	1	1941	2447	3,172864732												
111	141	0	1	1942	2448	3,173202614												
280	290	0	1	1943	2449	3,17354022												
237	300	0	1	1944	2450	3,173877551												
392	159	0	1	1945	2451	3,174214606												
197	222	0	1	1946	2452	3,174551387												
146	288	0	1	1947	2453	3,174887892												
280	249	0	1	1948	2454	3,175224124												
391	286	0	0	1948	2455	3,173930754												
207	122	0	1	1949	2456	3,174267101												
119	245	0	1	1950	2457	3,174603175												
223	263	0	1	1951	2458	3,174938975												
103	96	0	1	1952	2459	3,175274502												
144	128	0	1	1953	2460	3,175609756												
366	95	0	1	1954	2461	3,175944738												
140	348	0	1	1955	2462	3,176279448												
117	56	0	1	1956	2463	3,176613886												
247	233	0	1	1957	2464	3,176948052												
317	139	0	1	1958	2465	3,177281947												
115	110	0	1	1959	2466	3,177615572												
189	161	0	1	1960	2467	3,177948926												
128	124	0	1	1961	2468	3,17828201												
383	207	0	1	1962	2469	3,178614824												
58	169	0	1	1963	2470	3,178947368												
119	131	0	1	1964	2471	3,179279644												
329	48	0	1	1965	2472	3,17961165												
50	73	0	1	1966	2473	3,179943389												
352	325	0	1	1967	2474	3,180274859												
80	73	0	1	1968	2475	3,180606061												
128	125	0	1	1969	2476	3,180936995												
241	47	0	1	1970	2477	3,181267662												
238	140	0	1	1971	2478	3,181598063												
76	239	0	1	1972	2479	3,181928197												
62	366	0	0	1972	2480	3,180645161												
227	239	0	1	1973	2481	3,180975413												
333	343	0	1	1974	2482	3,181305399												
21	219	0	1	1975	2483	3,181635119												
98	170	0	1	1976	2484	3,181964573												
212	216	0	1	1977	2485	3,182293763												
23	10	0	0	1977	2486	3,181013677												
56	302	0	1	1978	2487	3,181342984												
344	196	0	1	1979	2488	3,181672026												
160	298	0	1	1980	2489	3,182000804												
71	398	0	0	1980	2490	3,180722892												
306	319	0	1	1981	2491	3,181051786												
140	7	0	0	1981	2492	3,179775281												
371	328	0	0	1981	2493	3,178499799												
160	332	0	1	1982	2494	3,17882919												
314	164	0	1	1983	2495	3,179158317												
373	333	0	0	1983	2496	3,177884615												
214	235	0	1	1984	2497	3,178213857												
290	99	0	1	1985	2498	3,178542834												
88	344	0	1	1986	2499	3,178871549												
206	88	0	1	1987	2500	3,1792												
351	210	0	1	1988	2501	3,179528189												
86	78	0	1	1989	2502	3,179856115												
222	384	0	1	1990	2503	3,180183779												
31	291	0	1	1991	2504	3,180511182												
30	135	0	1	1992	2505	3,180838323												
242	191	0	1	1993	2506	3,181165204												
